Energy	Plot 1
4435.5	1.594e+12
4436	1.613e+12
4436.5	1.632e+12
4437	1.652e+12
4437.5	1.672e+12
4438	1.693e+12
4438.5	1.714e+12
4439	1.736e+12
4439.5	1.758e+12
4440	1.78e+12
4440.5	1.803e+12
4441	1.826e+12
4441.5	1.85e+12
4442	1.874e+12
4442.5	1.899e+12
4443	1.924e+12
4443.5	1.95e+12
4444	1.976e+12
4444.5	2.002e+12
4445	2.029e+12
4445.5	2.057e+12
4446	2.085e+12
4446.5	2.113e+12
4447	2.142e+12
4447.5	2.172e+12
4448	2.202e+12
4448.5	2.233e+12
4449	2.264e+12
4449.5	2.296e+12
4450	2.328e+12
4450.5	2.36e+12
4451	2.393e+12
4451.5	2.428e+12
4452	2.462e+12
4452.5	2.497e+12
4453	2.532e+12
4453.5	2.568e+12
4454	2.604e+12
4454.5	2.642e+12
4455	2.68e+12
4455.5	2.718e+12
4456	2.757e+12
4456.5	2.796e+12
4457	2.836e+12
4457.5	2.877e+12
4458	2.919e+12
4458.5	2.96e+12
4459	3.003e+12
4459.5	3.046e+12
4460	3.089e+12
4460.5	3.134e+12
4461	3.179e+12
4461.5	3.225e+12
4462	3.271e+12
4462.5	3.318e+12
4463	3.365e+12
4463.5	3.414e+12
4464	3.463e+12
4464.5	3.512e+12
4465	3.562e+12
4465.5	3.613e+12
4466	3.665e+12
4466.5	3.717e+12
4467	3.77e+12
4467.5	3.824e+12
4468	3.878e+12
4468.5	3.933e+12
4469	3.99e+12
4469.5	4.046e+12
4470	4.103e+12
4470.5	4.161e+12
4471	4.22e+12
4471.5	4.28e+12
4472	4.341e+12
4472.5	4.402e+12
4473	4.465e+12
4473.5	4.528e+12
4474	4.591e+12
4474.5	4.656e+12
4475	4.723e+12
4475.5	4.789e+12
4476	4.857e+12
4476.5	4.925e+12
4477	4.995e+12
4477.5	5.065e+12
4478	5.138e+12
4478.5	5.21e+12
4479	5.284e+12
4479.5	5.359e+12
4480	5.434e+12
4480.5	5.511e+12
4481	5.59e+12
4481.5	5.669e+12
4482	5.75e+12
4482.5	5.831e+12
4483	5.914e+12
4483.5	5.998e+12
4484	6.084e+12
4484.5	6.171e+12
4485	6.258e+12
4485.5	6.347e+12
4486	6.437e+12
4486.5	6.529e+12
4487	6.623e+12
4487.5	6.717e+12
4488	6.812e+12
4488.5	6.909e+12
4489	7.007e+12
4489.5	7.107e+12
4490	7.208e+12
4490.5	7.31e+12
4491	7.414e+12
4491.5	7.519e+12
4492	7.624e+12
4492.5	7.733e+12
4493	7.842e+12
4493.5	7.952e+12
4494	8.064e+12
4494.5	8.177e+12
4495	8.291e+12
4495.5	8.408e+12
4496	8.525e+12
4496.5	8.644e+12
4497	8.764e+12
4497.5	8.885e+12
4498	9.007e+12
4498.5	9.133e+12
4499	9.259e+12
4499.5	9.386e+12
4500	9.514e+12
4500.5	9.644e+12
4501	9.775e+12
4501.5	9.91e+12
4502	1.004e+13
4502.5	1.018e+13
4503	1.032e+13
4503.5	1.046e+13
4504	1.06e+13
4504.5	1.074e+13
4505	1.089e+13
4505.5	1.103e+13
4506	1.118e+13
4506.5	1.133e+13
4507	1.148e+13
4507.5	1.163e+13
4508	1.179e+13
4508.5	1.194e+13
4509	1.21e+13
4509.5	1.226e+13
4510	1.242e+13
4510.5	1.259e+13
4511	1.275e+13
4511.5	1.292e+13
4512	1.309e+13
4512.5	1.326e+13
4513	1.344e+13
4513.5	1.361e+13
4514	1.379e+13
4514.5	1.397e+13
4515	1.415e+13
4515.5	1.434e+13
4516	1.453e+13
4516.5	1.471e+13
4517	1.49e+13
4517.5	1.51e+13
4518	1.529e+13
4518.5	1.549e+13
4519	1.569e+13
4519.5	1.59e+13
4520	1.61e+13
4520.5	1.631e+13
4521	1.652e+13
4521.5	1.673e+13
4522	1.695e+13
4522.5	1.716e+13
4523	1.738e+13
4523.5	1.76e+13
4524	1.783e+13
4524.5	1.806e+13
4525	1.829e+13
4525.5	1.852e+13
4526	1.875e+13
4526.5	1.899e+13
4527	1.923e+13
4527.5	1.947e+13
4528	1.972e+13
4528.5	1.996e+13
4529	2.021e+13
4529.5	2.046e+13
4530	2.071e+13
4530.5	2.097e+13
4531	2.123e+13
4531.5	2.149e+13
4532	2.175e+13
4532.5	2.201e+13
4533	2.228e+13
4533.5	2.255e+13
4534	2.282e+13
4534.5	2.309e+13
4535	2.336e+13
4535.5	2.364e+13
4536	2.392e+13
4536.5	2.419e+13
4537	2.448e+13
4537.5	2.476e+13
4538	2.504e+13
4538.5	2.533e+13
4539	2.562e+13
4539.5	2.591e+13
4540	2.62e+13
4540.5	2.649e+13
4541	2.678e+13
4541.5	2.707e+13
4542	2.737e+13
4542.5	2.766e+13
4543	2.796e+13
4543.5	2.826e+13
4544	2.855e+13
4544.5	2.885e+13
4545	2.915e+13
4545.5	2.945e+13
4546	2.975e+13
4546.5	3.005e+13
4547	3.035e+13
4547.5	3.065e+13
4548	3.095e+13
4548.5	3.125e+13
4549	3.155e+13
4549.5	3.185e+13
4550	3.215e+13
4550.5	3.245e+13
4551	3.275e+13
4551.5	3.305e+13
4552	3.334e+13
4552.5	3.364e+13
4553	3.393e+13
4553.5	3.422e+13
4554	3.451e+13
4554.5	3.48e+13
4555	3.509e+13
4555.5	3.537e+13
4556	3.566e+13
4556.5	3.594e+13
4557	3.622e+13
4557.5	3.65e+13
4558	3.677e+13
4558.5	3.704e+13
4559	3.731e+13
4559.5	3.757e+13
4560	3.784e+13
4560.5	3.81e+13
4561	3.835e+13
4561.5	3.861e+13
4562	3.885e+13
4562.5	3.91e+13
4563	3.934e+13
4563.5	3.958e+13
4564	3.981e+13
4564.5	4.004e+13
4565	4.027e+13
4565.5	4.049e+13
4566	4.07e+13
4566.5	4.091e+13
4567	4.112e+13
4567.5	4.132e+13
4568	4.152e+13
4568.5	4.171e+13
4569	4.19e+13
4569.5	4.208e+13
4570	4.225e+13
4570.5	4.242e+13
4571	4.258e+13
4571.5	4.274e+13
4572	4.29e+13
4572.5	4.304e+13
4573	4.319e+13
4573.5	4.332e+13
4574	4.345e+13
4574.5	4.357e+13
4575	4.369e+13
4575.5	4.38e+13
4576	4.391e+13
4576.5	4.401e+13
4577	4.41e+13
4577.5	4.419e+13
4578	4.427e+13
4578.5	4.435e+13
4579	4.442e+13
4579.5	4.448e+13
4580	4.454e+13
4580.5	4.459e+13
4581	4.464e+13
4581.5	4.468e+13
4582	4.471e+13
4582.5	4.474e+13
4583	4.477e+13
4583.5	4.479e+13
4584	4.48e+13
4584.5	4.481e+13
4585	4.481e+13
4585.5	4.481e+13
4586	4.48e+13
4586.5	4.479e+13
4587	4.477e+13
4587.5	4.475e+13
4588	4.472e+13
4588.5	4.469e+13
4589	4.466e+13
4589.5	4.462e+13
4590	4.458e+13
4590.5	4.453e+13
4591	4.448e+13
4591.5	4.443e+13
4592	4.437e+13
4592.5	4.431e+13
4593	4.424e+13
4593.5	4.417e+13
4594	4.41e+13
4594.5	4.403e+13
4595	4.395e+13
4595.5	4.387e+13
4596	4.379e+13
4596.5	4.37e+13
4597	4.361e+13
4597.5	4.352e+13
4598	4.342e+13
4598.5	4.333e+13
4599	4.323e+13
4599.5	4.313e+13
4600	4.302e+13
4600.5	4.292e+13
4601	4.281e+13
4601.5	4.271e+13
4602	4.26e+13
4602.5	4.248e+13
4603	4.237e+13
4603.5	4.225e+13
4604	4.213e+13
4604.5	4.202e+13
4605	4.19e+13
4605.5	4.177e+13
4606	4.165e+13
4606.5	4.152e+13
4607	4.14e+13
4607.5	4.127e+13
4608	4.114e+13
4608.5	4.101e+13
4609	4.087e+13
4609.5	4.074e+13
4610	4.061e+13
4610.5	4.047e+13
4611	4.033e+13
4611.5	4.019e+13
4612	4.005e+13
4612.5	3.99e+13
4613	3.976e+13
4613.5	3.961e+13
4614	3.946e+13
4614.5	3.931e+13
4615	3.916e+13
4615.5	3.9e+13
4616	3.885e+13
4616.5	3.869e+13
4617	3.853e+13
4617.5	3.837e+13
4618	3.82e+13
4618.5	3.804e+13
4619	3.787e+13
4619.5	3.77e+13
4620	3.753e+13
4620.5	3.735e+13
4621	3.717e+13
4621.5	3.699e+13
4622	3.681e+13
4622.5	3.663e+13
4623	3.644e+13
4623.5	3.624e+13
4624	3.605e+13
4624.5	3.585e+13
4625	3.566e+13
4625.5	3.545e+13
4626	3.525e+13
4626.5	3.504e+13
4627	3.483e+13
4627.5	3.461e+13
4628	3.44e+13
4628.5	3.418e+13
4629	3.395e+13
4629.5	3.372e+13
4630	3.349e+13
4630.5	3.326e+13
4631	3.302e+13
4631.5	3.278e+13
4632	3.254e+13
4632.5	3.229e+13
